session_depth;demo.guru99.com%3D1%7C224278574%3D1;demo.guru99.com;/;Tue Jan 29 13:44:49 IST 2019;false
bfp_sn_pl;1548747886_153235954863;.guru99.com;/;Tue Jan 29 13:44:49 IST 2019;false
bafp;c049eef0-2399-11e9-989f-cde0bca5be6c;.demo.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_ga;GA1.2.1635151502.1548747889;.guru99.com;/;Thu Jan 28 13:14:52 IST 2021;false
_gat_gtag_UA_1248015_24;1;.guru99.com;/;Tue Jan 29 13:15:49 IST 2019;false
bfp_sn_rf_8b2087b102c9e3e5ffed1c1478ed8b78;Direct;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
Selenium;abc123;demo.guru99.com;/test/cookie;null;false
bfp_sn_rt_8b2087b102c9e3e5ffed1c1478ed8b78;1548747889979;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_gid;GA1.2.716866776.1548747889;.guru99.com;/;Wed Jan 30 13:14:52 IST 2019;false
